id,mot,skill,knowl,auto,att,risk,affil,obj
545,economic,low,low,auto,destructive,medium,individual,credentials
546,economic,low,low,auto,destructive,medium,individual,data
547,economic,low,low,auto,destructive,medium,individual,availability
548,economic,low,low,auto,destructive,medium,crime,ICS
549,economic,low,low,auto,destructive,medium,crime,credentials
550,economic,low,low,auto,destructive,medium,crime,data
551,economic,low,low,auto,destructive,medium,crime,availability
552,economic,low,low,auto,destructive,medium,insider,ICS
553,economic,low,low,auto,destructive,medium,insider,credentials
554,economic,low,low,auto,destructive,medium,insider,data
555,economic,low,low,auto,destructive,medium,insider,availability
556,economic,low,low,auto,destructive,medium,state,ICS
557,economic,low,low,auto,destructive,medium,state,credentials
558,economic,low,low,auto,destructive,medium,state,data
559,economic,low,low,auto,destructive,medium,state,availability
560,economic,low,low,auto,destructive,high,individual,ICS
561,economic,low,low,auto,destructive,high,individual,credentials
562,economic,low,low,auto,destructive,high,individual,data
563,economic,low,low,auto,destructive,high,individual,availability
564,economic,low,low,auto,destructive,high,crime,ICS
565,economic,low,low,auto,destructive,high,crime,credentials
566,economic,low,low,auto,destructive,high,crime,data
567,economic,low,low,auto,destructive,high,crime,availability
568,economic,low,low,auto,destructive,high,insider,ICS
569,economic,low,low,auto,destructive,high,insider,credentials
570,economic,low,low,auto,destructive,high,insider,data
571,economic,low,low,auto,destructive,high,insider,availability
572,economic,low,low,auto,destructive,high,state,ICS
573,economic,low,low,auto,destructive,high,state,credentials
574,economic,low,low,auto,destructive,high,state,data
575,economic,low,low,auto,destructive,high,state,availability
576,economic,low,medium,manual,opportunistic,low,individual,ICS
577,economic,low,medium,manual,opportunistic,low,individual,credentials
578,economic,low,medium,manual,opportunistic,low,individual,data
579,economic,low,medium,manual,opportunistic,low,individual,availability
580,economic,low,medium,manual,opportunistic,low,crime,ICS
581,economic,low,medium,manual,opportunistic,low,crime,credentials
582,economic,low,medium,manual,opportunistic,low,crime,data
583,economic,low,medium,manual,opportunistic,low,crime,availability
584,economic,low,medium,manual,opportunistic,low,insider,ICS
585,economic,low,medium,manual,opportunistic,low,insider,credentials
586,economic,low,medium,manual,opportunistic,low,insider,data
587,economic,low,medium,manual,opportunistic,low,insider,availability
588,economic,low,medium,manual,opportunistic,low,state,ICS
589,economic,low,medium,manual,opportunistic,low,state,credentials
590,economic,low,medium,manual,opportunistic,low,state,data
591,economic,low,medium,manual,opportunistic,low,state,availability
592,economic,low,medium,manual,opportunistic,medium,individual,ICS
593,economic,low,medium,manual,opportunistic,medium,individual,credentials
594,economic,low,medium,manual,opportunistic,medium,individual,data
595,economic,low,medium,manual,opportunistic,medium,individual,availability
596,economic,low,medium,manual,opportunistic,medium,crime,ICS
597,economic,low,medium,manual,opportunistic,medium,crime,credentials
598,economic,low,medium,manual,opportunistic,medium,crime,data
599,economic,low,medium,manual,opportunistic,medium,crime,availability
600,economic,low,medium,manual,opportunistic,medium,insider,ICS
601,economic,low,medium,manual,opportunistic,medium,insider,credentials
602,economic,low,medium,manual,opportunistic,medium,insider,data
603,economic,low,medium,manual,opportunistic,medium,insider,availability
604,economic,low,medium,manual,opportunistic,medium,state,ICS
605,economic,low,medium,manual,opportunistic,medium,state,credentials
606,economic,low,medium,manual,opportunistic,medium,state,data
607,economic,low,medium,manual,opportunistic,medium,state,availability
608,economic,low,medium,manual,opportunistic,high,individual,ICS
609,economic,low,medium,manual,opportunistic,high,individual,credentials
610,economic,low,medium,manual,opportunistic,high,individual,data
611,economic,low,medium,manual,opportunistic,high,individual,availability
612,economic,low,medium,manual,opportunistic,high,crime,ICS
613,economic,low,medium,manual,opportunistic,high,crime,credentials
614,economic,low,medium,manual,opportunistic,high,crime,data
615,economic,low,medium,manual,opportunistic,high,crime,availability
616,economic,low,medium,manual,opportunistic,high,insider,ICS
617,economic,low,medium,manual,opportunistic,high,insider,credentials
618,economic,low,medium,manual,opportunistic,high,insider,data
619,economic,low,medium,manual,opportunistic,high,insider,availability
620,economic,low,medium,manual,opportunistic,high,state,ICS
621,economic,low,medium,manual,opportunistic,high,state,credentials
622,economic,low,medium,manual,opportunistic,high,state,data
623,economic,low,medium,manual,opportunistic,high,state,availability
624,economic,low,medium,manual,persistent,low,individual,ICS
625,economic,low,medium,manual,persistent,low,individual,credentials
626,economic,low,medium,manual,persistent,low,individual,data
627,economic,low,medium,manual,persistent,low,individual,availability
628,economic,low,medium,manual,persistent,low,crime,ICS
629,economic,low,medium,manual,persistent,low,crime,credentials
630,economic,low,medium,manual,persistent,low,crime,data
631,economic,low,medium,manual,persistent,low,crime,availability
632,economic,low,medium,manual,persistent,low,insider,ICS
633,economic,low,medium,manual,persistent,low,insider,credentials
634,economic,low,medium,manual,persistent,low,insider,data
635,economic,low,medium,manual,persistent,low,insider,availability
636,economic,low,medium,manual,persistent,low,state,ICS
637,economic,low,medium,manual,persistent,low,state,credentials
638,economic,low,medium,manual,persistent,low,state,data
639,economic,low,medium,manual,persistent,low,state,availability
640,economic,low,medium,manual,persistent,medium,individual,ICS
641,economic,low,medium,manual,persistent,medium,individual,credentials
642,economic,low,medium,manual,persistent,medium,individual,data
643,economic,low,medium,manual,persistent,medium,individual,availability
644,economic,low,medium,manual,persistent,medium,crime,ICS
645,economic,low,medium,manual,persistent,medium,crime,credentials
646,economic,low,medium,manual,persistent,medium,crime,data
647,economic,low,medium,manual,persistent,medium,crime,availability
648,economic,low,medium,manual,persistent,medium,insider,ICS
649,economic,low,medium,manual,persistent,medium,insider,credentials
650,economic,low,medium,manual,persistent,medium,insider,data
651,economic,low,medium,manual,persistent,medium,insider,availability
652,economic,low,medium,manual,persistent,medium,state,ICS
653,economic,low,medium,manual,persistent,medium,state,credentials
654,economic,low,medium,manual,persistent,medium,state,data
655,economic,low,medium,manual,persistent,medium,state,availability
656,economic,low,medium,manual,persistent,high,individual,ICS
657,economic,low,medium,manual,persistent,high,individual,credentials
658,economic,low,medium,manual,persistent,high,individual,data
659,economic,low,medium,manual,persistent,high,individual,availability
660,economic,low,medium,manual,persistent,high,crime,ICS
661,economic,low,medium,manual,persistent,high,crime,credentials
662,economic,low,medium,manual,persistent,high,crime,data
663,economic,low,medium,manual,persistent,high,crime,availability
664,economic,low,medium,manual,persistent,high,insider,ICS
665,economic,low,medium,manual,persistent,high,insider,credentials
666,economic,low,medium,manual,persistent,high,insider,data
667,economic,low,medium,manual,persistent,high,insider,availability
668,economic,low,medium,manual,persistent,high,state,ICS
669,economic,low,medium,manual,persistent,high,state,credentials
670,economic,low,medium,manual,persistent,high,state,data
671,economic,low,medium,manual,persistent,high,state,availability
672,economic,low,medium,manual,targeted,low,individual,ICS
673,economic,low,medium,manual,targeted,low,individual,credentials
674,economic,low,medium,manual,targeted,low,individual,data
675,economic,low,medium,manual,targeted,low,individual,availability
676,economic,low,medium,manual,targeted,low,crime,ICS
677,economic,low,medium,manual,targeted,low,crime,credentials
678,economic,low,medium,manual,targeted,low,crime,data
679,economic,low,medium,manual,targeted,low,crime,availability
680,economic,low,medium,manual,targeted,low,insider,ICS
681,economic,low,medium,manual,targeted,low,insider,credentials
682,economic,low,medium,manual,targeted,low,insider,data
683,economic,low,medium,manual,targeted,low,insider,availability
684,economic,low,medium,manual,targeted,low,state,ICS
685,economic,low,medium,manual,targeted,low,state,credentials
686,economic,low,medium,manual,targeted,low,state,data
687,economic,low,medium,manual,targeted,low,state,availability
688,economic,low,medium,manual,targeted,medium,individual,ICS
689,economic,low,medium,manual,targeted,medium,individual,credentials
690,economic,low,medium,manual,targeted,medium,individual,data
691,economic,low,medium,manual,targeted,medium,individual,availability
692,economic,low,medium,manual,targeted,medium,crime,ICS
693,economic,low,medium,manual,targeted,medium,crime,credentials
694,economic,low,medium,manual,targeted,medium,crime,data
695,economic,low,medium,manual,targeted,medium,crime,availability
696,economic,low,medium,manual,targeted,medium,insider,ICS
697,economic,low,medium,manual,targeted,medium,insider,credentials
698,economic,low,medium,manual,targeted,medium,insider,data
699,economic,low,medium,manual,targeted,medium,insider,availability
700,economic,low,medium,manual,targeted,medium,state,ICS
701,economic,low,medium,manual,targeted,medium,state,credentials
702,economic,low,medium,manual,targeted,medium,state,data
703,economic,low,medium,manual,targeted,medium,state,availability
704,economic,low,medium,manual,targeted,high,individual,ICS
705,economic,low,medium,manual,targeted,high,individual,credentials
706,economic,low,medium,manual,targeted,high,individual,data
707,economic,low,medium,manual,targeted,high,individual,availability
708,economic,low,medium,manual,targeted,high,crime,ICS
709,economic,low,medium,manual,targeted,high,crime,credentials
710,economic,low,medium,manual,targeted,high,crime,data
711,economic,low,medium,manual,targeted,high,crime,availability
712,economic,low,medium,manual,targeted,high,insider,ICS
713,economic,low,medium,manual,targeted,high,insider,credentials
714,economic,low,medium,manual,targeted,high,insider,data
715,economic,low,medium,manual,targeted,high,insider,availability
716,economic,low,medium,manual,targeted,high,state,ICS
717,economic,low,medium,manual,targeted,high,state,credentials
718,economic,low,medium,manual,targeted,high,state,data
719,economic,low,medium,manual,targeted,high,state,availability
720,economic,low,medium,manual,destructive,low,individual,ICS
721,economic,low,medium,manual,destructive,low,individual,credentials
722,economic,low,medium,manual,destructive,low,individual,data
723,economic,low,medium,manual,destructive,low,individual,availability
724,economic,low,medium,manual,destructive,low,crime,ICS
725,economic,low,medium,manual,destructive,low,crime,credentials
